GEOID,Total count,Optometry_count,Ophthalmology_count,Others_count,NAMESLAD,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured,index,TRACTCE,POPULATION_x,Clean Zip,Full Address,Optometry,Distances,BlackPerc,AsianPerc,Median Age,HispPerc,PercVisionDisab,DistancesLog,BelowPovertyPerc
17031220702,22,19,3,0,Census Tract 2207.02,3653,40.9,71174,87528,40,13.5,85.2,2765,220702,3653,60647,2732 N MONTICELLO AVE  CHICAGO IL 60647,TRUE,299.1,4.87,3.28,31.2,60.6,1.3,2.47582,15.4
17031220901,22,19,3,0,Census Tract 2209.01,2903,27.35,74167,83230,34.6,17.8,88.2,2779,220901,2903,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,1010.37,8.65,2.2,29,63.6,1.3,3.00448,7.8
17031220902,22,19,3,0,Census Tract 2209.02,2959,31.46,69167,93966,34.2,16.7,92.2,2766,220902,2959,60647,2732 N MONTICELLO AVE  CHICAGO IL 60647,TRUE,1026.72,2.91,0.91,31.1,71.3,3.3,3.01145,11.6
17031221000,19,17,2,0,Census Tract 2210,2432,42.8,82813,87504,38.5,16,83.7,2780,221000,2432,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,700.15,6.58,2.51,30.9,55.5,1,2.84519,9.7
17031221100,19,17,2,0,Census Tract 2211,4440,55.86,78073,105639,53.9,9.6,90.3,2781,221100,4440,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,438.18,6.64,3.54,33.5,35.3,1.5,2.64165,17.6
17031221200,19,17,2,0,Census Tract 2212,2954,61.1,124450,181544,68.9,5.7,95.2,2782,221200,2954,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,500.66,7.01,3.69,31.7,24.6,0.3,2.69954,12.2
17031221300,19,17,2,0,Census Tract 2213,3062,62.51,69643,99580,53.9,11.7,87.1,2774,221300,3062,60647,2425 N MILWAUKEE AVE  CHICAGO IL 60647,TRUE,512.17,4.18,5.55,31.3,38.9,0.6,2.70941,26.1
17031221400,19,17,2,0,Census Tract 2214,3385,57.08,97404,144072,63.2,7,93.1,2775,221400,3385,60647,2425 N MILWAUKEE AVE  CHICAGO IL 60647,TRUE,740.51,2.69,5.82,31.7,30.5,0.6,2.86953,6.0
17031221500,19,17,2,0,Census Tract 2215,2909,54.93,62952,109351,51.2,10,91.9,2771,221500,2909,60647,2457 W LOGAN BLVD UNIT 2  CHICAGO IL 60647,TRUE,755.44,7.73,4.98,35.4,22.6,1.7,2.8782,18.0
17031221600,19,17,2,0,Census Tract 2216,3159,72.43,143750,190522,80.4,3.3,97.6,2792,221600,3159,60647,2158 N DAMEN AVE  CHICAGO IL 60647,TRUE,546.47,2.03,7.03,31.8,16.3,0.4,2.73757,5.3
17031222200,19,17,2,0,Census Tract 2222,2156,77.27,167188,233692,89,1,96.6,2794,222200,2156,60647,1825 N WINNEBAGO AVE APT 203  CHICAGO IL 60647,TRUE,176.17,2.69,6.49,32.1,10.2,0.1,2.24594,3.7
17031222500,19,17,2,0,Census Tract 2225,1415,56.33,103125,134399,64.9,5.7,96.3,2798,222500,1415,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,533.48,5.37,2.54,31.9,42.4,0.3,2.72712,13.6
17031222600,19,17,2,0,Census Tract 2226,1599,54.97,75078,98995,62.9,11.8,87.3,2783,222600,1599,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,354.07,7.94,3.75,32.1,32,1.1,2.54909,7.3
17031222700,19,17,2,0,Census Tract 2227,2082,45.05,75943,88868,44.1,10.5,84.1,2784,222700,2082,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,296.16,12.1,3.46,30.9,54.6,0.9,2.47153,21.1
17031222800,19,17,2,0,Census Tract 2228,960,36.98,80850,87569,37.9,11.6,87.6,2785,222800,960,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,606.06,8.85,1.67,33,65.5,0.5,2.78252,19.8
17031222900,19,17,2,0,Census Tract 2229,1089,34.99,74940,96447,27.7,16.5,94.9,2786,222900,1089,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,885.39,8.63,1.74,27.9,74.5,2.7,2.94714,6.9
17031230100,19,17,2,0,Census Tract 2301,1504,41.89,84583,118568,57,11.8,90.7,2799,230100,1504,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,48.7,14.69,2.73,31.1,46.1,1,1.68752,21.9
17031230200,19,17,2,0,Census Tract 2302,1834,32.33,64844,92154,40.7,21,91.4,2800,230200,1834,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,471.94,9.49,3,34.8,61.9,2,2.67389,6.9
17031230300,19,17,2,0,Census Tract 2303,956,25.63,52557,68021,20.8,31.6,86.2,2787,230300,956,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,853.67,10.46,1.99,34.2,82,1.2,2.93129,9.3
17031230400,22,19,3,0,Census Tract 2304,2235,25.41,76286,78211,30.2,20.6,88,2788,230400,2235,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,1268.68,6.31,1.3,34.5,83.5,3,3.10335,19.4
17031230500,3,2,1,0,Census Tract 2305,3419,10.97,24250,39516,19.5,36.6,87.2,2789,230500,3419,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,1887.01,10,0.85,37.5,82.6,3.4,3.27577,37.6
17031230600,3,2,1,0,Census Tract 2306,6817,10.81,50603,67036,16.8,31.3,75,2790,230600,6817,60647,3220 W ARMITAGE AVE  CHICAGO IL 60647,TRUE,2299.12,26.99,0.32,28,71,2.1,3.36156,19.8
17031230700,19,17,2,0,Census Tract 2307,6218,18.14,42891,53872,10.9,25.3,85.5,2801,230700,6218,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,1582.64,10.26,1.53,29.6,87.6,3.7,3.19938,30.8
17031230800,19,17,2,0,Census Tract 2308,1234,19.29,61111,75832,27.1,29.8,92.8,2802,230800,1234,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,1084.06,8.27,1.7,34.7,80.3,0,3.03505,13.7
17031230900,19,17,2,0,Census Tract 2309,5044,32.85,60337,81736,29.6,20.2,84.7,2803,230900,5044,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,848.66,14.39,1.59,34,60.4,1.1,2.92873,21.6
17031231100,0,0,0,0,Census Tract 2311,1214,11.37,55714,78877,13.4,22,78.9,2804,231100,1214,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,1868.37,49.92,0.16,36.4,28.5,4.4,3.27146,26.1
17031231200,0,0,0,0,Census Tract 2312,5983,8.36,39042,47255,14.6,30,85.2,2805,231200,5983,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,2059.72,48.77,0.17,32.5,26.2,7.2,3.31381,34.6
17031231500,1,0,1,0,Census Tract 2315,5655,4.88,30341,51480,14.8,27.5,84.7,2809,231500,5655,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,1706.99,72.2,0.25,38.7,25.3,9.1,3.23223,30.1
17031240200,18,13,4,1,Census Tract 2402,1556,74.16,144659,222615,72.9,9.9,95.5,2826,240200,1556,60647,1616 N DAMEN AVE  CHICAGO IL 60647,TRUE,592.62,3.98,8.42,35.5,23.6,1.8,2.77277,3.8
17031240300,37,30,6,1,Census Tract 2403,1362,79.74,139432,282185,80.1,2.5,99.6,2827,240300,1362,60647,1616 N DAMEN AVE  CHICAGO IL 60647,TRUE,259.89,1.25,6.46,32,2.4,2,2.4148,5.6
17031240500,19,17,2,0,Census Tract 2405,2610,78.89,167768,190233,91.8,1.7,100,2795,240500,2610,60647,1825 N WINNEBAGO AVE APT 203  CHICAGO IL 60647,TRUE,314.88,2.18,8.31,31.9,7.4,1.5,2.49814,3.0
17031240600,19,17,2,0,Census Tract 2406,1489,67.09,144286,213825,71.4,6.1,93.1,2796,240600,1489,60647,1825 N WINNEBAGO AVE APT 203  CHICAGO IL 60647,TRUE,456.59,3.76,5.84,31.6,26.5,0.8,2.65953,15.3
17031240700,19,17,2,0,Census Tract 2407,1499,41.96,93534,144880,63.7,9.1,93.7,2806,240700,1499,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,751.77,13.94,4.74,33.4,46.5,2,2.87609,11.3
17031240800,19,17,2,0,Census Tract 2408,1687,46.77,91964,135595,68.3,4.7,92.5,2807,240800,1687,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,357.24,7.41,3.79,34.8,35.5,1.7,2.55295,8.6
17031240900,18,13,4,1,Census Tract 2409,1122,40.55,66250,84936,59.4,8.9,85.6,2829,240900,1122,60622,1309 N OAKLEY BLVD UNIT B  CHICAGO IL 60622,TRUE,1239.04,13.37,4.46,35.3,35,1.5,3.09309,4.3
17031241000,37,30,6,1,Census Tract 2410,2363,45.03,80000,113688,54.1,12.2,88.4,2830,241000,2363,60622,1309 N OAKLEY BLVD UNIT B  CHICAGO IL 60622,TRUE,856.59,18.62,3.17,32.3,49.8,1,2.93278,13.5
17031241100,37,30,6,1,Census Tract 2411,3574,55.93,82830,106680,58.6,4.7,90.7,2831,241100,3574,60622,1309 N OAKLEY BLVD UNIT B  CHICAGO IL 60622,TRUE,446.8,10.83,5.04,30.4,30.5,0.7,2.65011,15.8
17031241200,37,30,6,1,Census Tract 2412,1714,71.88,116346,138312,74,6.7,97.8,2832,241200,1714,60622,1309 N OAKLEY BLVD UNIT B  CHICAGO IL 60622,TRUE,304.32,4.26,7.41,32.5,15.4,2.2,2.48333,9.3
17031241300,37,30,6,1,Census Tract 2413,1848,70.4,158750,210859,73.9,1.9,98.4,2833,241300,1848,60622,1309 N OAKLEY BLVD UNIT B  CHICAGO IL 60622,TRUE,291.5,9.42,6.01,31.4,15.3,1.3,2.46464,11.8
17031241400,37,30,6,1,Census Tract 2414,5273,74.32,149792,221343,81,5.6,96.1,2834,241400,5273,60622,1903 W DIVISION ST  CHICAGO IL 60622,TRUE,353.81,6.92,6.01,30.8,9.6,0.9,2.54876,7.8
17031241500,18,13,4,1,Census Tract 2415,2954,71.87,158750,185604,84.6,4.5,96.2,2835,241500,2954,60622,1538 N MILWAUKEE AVE  CHICAGO IL 60622,TRUE,403.48,3.01,9.04,31.8,11.6,0,2.60583,4.8
17031241600,23,17,5,1,Census Tract 2416,3534,68.7,107031,126143,80.5,2.9,94.3,2836,241600,3534,60642,1260 N GREENVIEW AVE APT 1F  CHICAGO IL 60642,TRUE,176.02,3.68,7.58,29.3,19.8,0,2.24557,8.0
17031242000,23,17,5,1,Census Tract 2420,4692,55.88,133017,134042,74.2,6.3,99.3,2837,242000,4692,60622,845 N ASHLAND AVE  CHICAGO IL 60622,TRUE,318.47,16.07,6.22,30.6,14.3,7,2.50307,8.4
17031242100,18,13,4,1,Census Tract 2421,3976,73.79,177356,185382,85.1,1.8,96.2,2838,242100,3976,60622,845 N ASHLAND AVE  CHICAGO IL 60622,TRUE,372.61,1.86,7.8,33.2,12.6,0.7,2.57126,7.9
17031242200,18,13,4,1,Census Tract 2422,4082,75.21,147206,182443,83,1.9,97.2,2839,242200,4082,60622,942 N HOYNE AVE APT 2  CHICAGO IL 60622,TRUE,402.38,3.36,5.41,32.2,10.9,0,2.60464,4.7
17031242300,18,13,4,1,Census Tract 2423,3568,78,94670,135803,71.6,4.4,97.8,2840,242300,3568,60622,942 N HOYNE AVE APT 2  CHICAGO IL 60622,TRUE,55.71,2.33,5.41,33.1,10.8,0,1.74595,5.9
17031242400,18,13,4,1,Census Tract 2424,2902,82.01,94659,120479,79.5,3.3,93.2,2841,242400,2902,60622,2308 W CHICAGO AVENUE UNIT 1 CHICAGO IL 60622,TRUE,330.1,2.03,4.48,31.8,5.6,2.1,2.51864,10.8
17031242500,18,13,4,1,Census Tract 2425,3426,64.92,79722,95845,61.3,6.6,87.9,2842,242500,3426,60622,2308 W CHICAGO AVENUE UNIT 1 CHICAGO IL 60622,TRUE,539.81,6.57,3.21,32.3,26,0.7,2.73224,10.3
17031242600,18,13,4,1,Census Tract 2426,5665,55.59,80217,102749,53.6,10.6,95.2,2843,242600,5665,60622,2308 W CHICAGO AVENUE UNIT 1 CHICAGO IL 60622,TRUE,902.91,9.25,2.59,33.6,35.9,2.6,2.95564,18.5
17031242700,18,13,4,1,Census Tract 2427,1938,46.08,65781,94613,55.7,7.1,91.7,2844,242700,1938,60622,2308 W CHICAGO AVENUE UNIT 1 CHICAGO IL 60622,TRUE,1135.5,22.65,2.22,34.2,41,3.8,3.05519,20.5
17031242800,111,28,81,2,Census Tract 2428,1507,75.85,127813,156593,61.1,7.2,94.7,2845,242800,1507,60622,2308 W CHICAGO AVENUE UNIT 1 CHICAGO IL 60622,TRUE,506.75,2.39,4.11,34.9,24.7,1.6,2.70479,6.0
17031242900,111,28,81,2,Census Tract 2429,1962,71.66,122857,163126,72,6.1,97.2,2846,242900,1962,60622,2308 W CHICAGO AVENUE UNIT 1 CHICAGO IL 60622,TRUE,349.38,4.13,4.74,34.8,23.1,0.4,2.5433,4.1
17031243000,111,28,81,2,Census Tract 2430,2234,65.31,106250,134869,65.3,1.7,93.8,2847,243000,2234,60612,2014 W HURON ST APT 1R  CHICAGO IL 60612,TRUE,177.63,3.58,6.18,36.8,29.9,1.1,2.24953,3.8
17031243100,18,13,4,1,Census Tract 2431,2249,56.78,103750,179910,68.8,6.3,94.6,2848,243100,2249,60612,2014 W HURON ST APT 1R  CHICAGO IL 60612,TRUE,250,1.91,7.96,33.3,43.2,0.9,2.39794,3.4
17031243200,26,19,6,1,Census Tract 2432,2287,65.46,118553,163613,76.6,2.4,96.9,2849,243200,2287,60642,1500 W HURON ST UNIT A CHICAGO IL 60642,TRUE,343.95,3.06,6.65,34.2,26.6,0.5,2.53649,6.5
17031243300,23,17,5,1,Census Tract 2433,2431,72.73,115855,153436,70.8,7.3,89.7,2850,243300,2431,60642,1500 W HURON ST UNIT A CHICAGO IL 60642,TRUE,158.76,2.76,5.39,31.6,20.9,0.4,2.20074,7.8
17031243400,5,4,1,0,Census Tract 2434,2880,60.07,101450,120614,69.2,9.7,94.1,2851,243400,2880,60642,1336 W OHIO ST APT 4R CHICAGO IL 60642,TRUE,85.64,6.98,5.56,36.6,30.3,1,1.9327,13.0
17031243500,13,10,3,0,Census Tract 2435,4746,69.91,148646,176550,79.9,0.5,95.8,2852,243500,4746,60622,520 N HALSTED ST APT 610  CHICAGO IL 60622,TRUE,353.79,9.9,8.98,31.7,13.6,0,2.54875,6.5
17031250200,3,2,1,0,Census Tract 2502,2779,9.18,55208,83696,18.9,21.6,85.8,2756,250200,2779,60639,5159 W FULLERTON AVE  CHICAGO IL 60639,TRUE,1501.69,45.3,0.79,33.7,44.3,0.5,3.17658,17.9
17031250300,3,2,1,0,Census Tract 2503,4742,5.65,42935,65014,17.7,23,86.4,2757,250300,4742,60639,5159 W FULLERTON AVE  CHICAGO IL 60639,TRUE,1431.18,58.14,0.55,30.5,33.7,2.6,3.15569,25.2
17031250400,3,2,1,0,Census Tract 2504,5789,4.37,47500,89886,16,19.9,91.7,2853,250400,5789,60302,1014 MAPLETON AVE  OAK PARK IL 60302,TRUE,978.71,68.41,0.35,34.9,17.7,8,2.99065,25.0
17031250500,11,4,7,0,Census Tract 2505,7315,37.53,104659,105863,50.5,7.8,95.2,2857,250500,7315,60302,7011 W NORTH AVE  OAK PARK IL 60302,TRUE,829.45,29.6,2.54,41.1,38.3,0.3,2.91879,12.4
17031250600,3,2,1,0,Census Tract 2506,4203,3.78,56985,90408,16.5,13.6,91.5,2854,250600,4203,60302,1014 MAPLETON AVE  OAK PARK IL 60302,TRUE,836.71,77.83,0.26,37.3,18.1,4.9,2.92257,18.6
17031250700,3,2,1,0,Census Tract 2507,5932,2.53,43358,55585,13.7,15,86.8,2855,250700,5932,60302,1014 MAPLETON AVE  OAK PARK IL 60302,TRUE,1616.09,78.37,0.17,40,20.1,5.8,3.20846,21.5
17031250800,3,2,1,0,Census Tract 2508,2432,5.35,61229,60855,12.9,18.3,90.6,2758,250800,2432,60639,5159 W FULLERTON AVE  CHICAGO IL 60639,TRUE,2160.99,67.43,0.29,36,3.6,7.1,3.33465,15.2
17031251000,0,0,0,0,Census Tract 2510,1075,2.51,29915,45448,13.7,12.8,79.7,2858,251000,1075,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,2133.99,71.35,0,32,27.9,1.9,3.32919,38.3
17031251100,0,0,0,0,Census Tract 2511,4468,3.4,29460,46760,9.3,29.5,95,2880,251100,4468,60302,3 ERIE CT SUITE L700 OAK PARK IL 60302,TRUE,2066.97,74.57,0.38,37.2,14.7,4.7,3.31533,27.8
17031251200,0,0,0,0,Census Tract 2512,3910,3.91,42522,62928,6.5,18.3,76.8,2881,251200,3910,60302,3 ERIE CT SUITE L700 OAK PARK IL 60302,TRUE,1470.57,75.12,0.13,38.1,31,16.3,3.16749,11.4
17031251300,0,0,0,0,Census Tract 2513,5098,4.37,37026,55350,9.7,16,91.9,2882,251300,5098,60302,3 ERIE CT SUITE L700 OAK PARK IL 60302,TRUE,975.37,80.07,0.24,38.1,6.5,8.5,2.98917,26.0
17031251400,1,1,0,0,Census Tract 2514,3986,6.15,18806,39533,16.4,9.9,95.7,2883,251400,3986,60302,3 ERIE CT SUITE L700 OAK PARK IL 60302,TRUE,426.49,84.19,0.2,53.6,5.7,6.3,2.62991,26.6
17031251500,1,1,0,0,Census Tract 2515,4342,2.99,38702,50520,10.4,26.3,89.7,2884,251500,4342,60302,3 ERIE CT SUITE L700 OAK PARK IL 60302,TRUE,1176.82,81.32,0.09,33.4,12.9,4.3,3.07071,37.6
17031251600,1,1,0,0,Census Tract 2516,3522,2.44,32593,48609,6.5,18.5,85.2,2859,251600,3522,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1370.13,81.06,0.17,26.9,26,2,3.13676,26.8
17031251700,1,1,0,0,Census Tract 2517,1347,4.68,52031,58143,11.9,15,88.6,2860,251700,1347,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1316.08,64.44,0.22,39.1,19.7,8.1,3.11928,20.2
17031251800,1,1,0,0,Census Tract 2518,5101,1.18,26940,36996,8.1,12.3,92.4,2861,251800,5101,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,457.08,92.65,0,32.2,6.2,2,2.65999,41.5
17031251900,1,1,0,0,Census Tract 2519,5387,2.64,26830,47443,8.2,10.4,84.7,2862,251900,5387,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1281.39,90.5,0.15,33.2,4.8,3.9,3.10768,33.4
17031252000,1,1,0,0,Census Tract 2520,5646,1.84,27156,40837,13.3,13.3,96.1,2885,252000,5646,60302,3 ERIE CT SUITE L700 OAK PARK IL 60302,TRUE,1031.26,92.72,0.28,36.5,2.2,6.4,3.01337,31.8
17031252101,4,4,0,0,Census Tract 2521.01,1502,2.4,0,59891,23,10.2,83.1,2887,252101,1502,60304,835 S RIDGELAND AVE  OAK PARK IL 60304,TRUE,1313.18,92.88,0.07,55,0.1,6.7,3.11832,35.7
17031252102,1,1,0,0,Census Tract 2521.02,6187,1.13,45969,49445,10.7,12.2,83.1,2863,252102,6187,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1286.71,93.92,0.05,31.1,9.8,4.1,3.10948,15.8
17031252201,1,1,0,0,Census Tract 2522.01,2940,0.78,39702,58314,12.5,16.9,91.7,2864,252201,2940,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,686.81,89.63,0.1,49.8,3.9,3.6,2.83684,28.7
17031252202,2,1,1,0,Census Tract 2522.02,4783,1.3,37188,52962,7.4,20.6,90.6,2865,252202,4783,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,448.48,93.16,0.25,37.9,0.9,5,2.65175,31.4
17031260100,1,0,1,0,Census Tract 2601,1477,3.32,21188,36028,9.7,26.1,89.3,2810,260100,1477,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,1644.97,90.66,0,42.1,5.7,6,3.21616,26.9
17031260200,1,0,1,0,Census Tract 2602,1054,3.04,41506,55601,9.9,34.7,92.9,2866,260200,1054,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1332.01,88.99,0.38,36.4,2.9,5.1,3.12451,19.0
17031260300,1,0,1,0,Census Tract 2603,1528,2.16,18803,34552,1.8,33.2,86.6,2867,260300,1528,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,982.66,90.05,0.33,27.5,9.9,1.1,2.9924,55.6
17031260400,1,0,1,0,Census Tract 2604,1398,0.79,0,38207,4.2,30.2,95,2868,260400,1398,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,686.74,91.7,0.14,45.5,0,1.8,2.83679,22.5
17031260500,1,0,1,0,Census Tract 2605,1833,1.36,40985,46121,5.8,26.6,93.8,2869,260500,1833,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,736.53,90.94,0,36.1,1.8,5.9,2.86719,23.5
17031260600,1,0,1,0,Census Tract 2606,2114,1.23,43427,51114,9.7,31.4,90.2,2870,260600,2114,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1015.4,90.4,0,25.5,1.6,6.4,3.00664,37.3
17031260700,1,0,1,0,Census Tract 2607,1691,2.48,30694,51201,8.2,33.6,91.6,2871,260700,1691,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1402.33,85.63,0.12,41.1,3.2,8.7,3.14685,39.6
17031260800,1,0,1,0,Census Tract 2608,2271,2.16,37708,48583,4.7,13.1,82.5,2811,260800,2271,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,1785.51,91.46,0.13,31.1,0.6,5.5,3.25176,32.6
17031260900,1,0,1,0,Census Tract 2609,1778,3.09,24112,41016,10.1,9.7,93.7,2872,260900,1778,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,2110.02,91.39,0.11,31.2,5,4.8,3.32429,32.7
17031261000,1,0,1,0,Census Tract 2610,2289,2.05,40684,47158,6.4,10.1,96.3,2873,261000,2289,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1541.37,91.66,0.22,34.4,4.4,5.4,3.18791,19.6
17031270500,1,0,1,0,Census Tract 2705,1619,0.74,19107,30251,11.9,33.9,98.2,2812,270500,1619,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,1741.54,94.5,0,34.6,0.9,8.9,3.24093,43.8
17031271200,93,15,77,1,Census Tract 2712,1172,3.5,27784,50145,21.3,24.4,90.8,2813,271200,1172,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,511.98,88.31,0.17,32.6,1.2,4.1,2.70926,39.0
17031271300,94,15,78,1,Census Tract 2713,1060,3.3,33750,45501,18.5,19.4,96.8,2814,271300,1060,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,806.37,90.28,0.38,24.9,1.8,0.9,2.90654,47.4
17031271400,1,0,1,0,Census Tract 2714,1535,6.19,27273,41781,16.9,11.2,95.5,2815,271400,1535,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,1113.2,84.76,0.52,34.2,3.3,4.4,3.04657,38.5
17031271500,1,0,1,0,Census Tract 2715,1373,2.18,37857,58020,17.1,13.4,95.8,2816,271500,1373,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,1572.06,90.9,0.36,31.3,6.4,1.5,3.19647,24.7
17031271800,93,15,77,1,Census Tract 2718,976,2.05,50441,63555,23.2,9.4,87.5,2817,271800,976,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,1301.73,90.06,0.72,35.3,6.1,4.9,3.11452,1.4
17031280100,15,9,6,0,Census Tract 2801,7421,72.23,131742,188856,92.6,0.5,97.8,2891,280100,7421,60661,310 N DESPLAINES ST UNIT A  CHICAGO IL 60661,TRUE,178.04,5,14.15,32.5,6,0.7,2.25052,4.9
17031280400,120,39,80,1,Census Tract 2804,1231,8.29,65972,88088,27.6,18.4,96.4,2892,280400,1231,60612,2240 W MADISON ST UNIT 201 CHICAGO IL 60612,TRUE,934.23,81.23,3.49,35.4,4.7,0,2.97046,28.0
17031280800,93,15,77,1,Census Tract 2808,1198,4.17,21786,46834,22.4,18.4,95.7,2893,280800,1198,60612,2240 W MADISON ST UNIT 201 CHICAGO IL 60612,TRUE,631.03,88.9,0.67,53.3,8.2,5.6,2.80005,34.6
17031280900,101,23,77,1,Census Tract 2809,1077,12.63,0,232638,48.9,1.2,93.5,2894,280900,1077,60612,2240 W MADISON ST UNIT 201 CHICAGO IL 60612,TRUE,469.99,77.99,2.23,30.5,2.8,2.1,2.67209,30.9
17031281900,34,27,7,0,Census Tract 2819,7031,48.58,118669,137861,89.1,1.3,96.5,2897,281900,7031,60661,555 W MADISON ST  CHICAGO IL 60661,TRUE,188.88,4.68,38.42,31.5,9.7,0.9,2.27619,7.8
17031282700,116,38,77,1,Census Tract 2827,2558,26.97,77826,114583,47,3.1,95.1,2898,282700,2558,60612,820 S DAMEN AVE  CHICAGO IL 60612,TRUE,877.14,37.18,13.1,31.3,22.5,1.7,2.94307,21.7
17031282800,116,38,77,1,Census Tract 2828,1634,37.09,74158,122632,66.5,7.5,90,2899,282800,1634,60612,820 S DAMEN AVE  CHICAGO IL 60612,TRUE,616.31,15.18,20.44,27.2,40,0,2.7898,15.5
17031283100,27,24,3,0,Census Tract 2831,2717,30.7,41555,77864,59.7,12.6,90,2902,283100,2717,60607,1013 S LAFLIN ST APT 2  CHICAGO IL 60607,TRUE,66.14,27.68,31.73,28.8,19.4,7.7,1.82044,24.8
17031283200,50,47,3,0,Census Tract 2832,1670,34.31,53153,88554,60.1,3.4,99,2903,283200,1670,60607,1423 W FILLMORE ST # 2  CHICAGO IL 60607,TRUE,279.55,34.67,19.4,29.1,13.4,1,2.44646,21.2
17031283800,23,23,0,0,Census Tract 2838,3343,32.25,76615,95620,53.6,8.8,93.5,2904,283800,3343,60608,1110 W 15TH ST UNIT 215  CHICAGO IL 60608,TRUE,181.66,45.2,10.5,33.5,10.1,3.5,2.25926,20.2
17031290900,11,6,3,2,Census Tract 2909,3975,1.79,31528,45533,7.3,17.5,93.8,2905,290900,3975,60623,3860 W OGDEN AVE  CHICAGO IL 60623,TRUE,1365.63,89.06,0.15,33.2,0,4.8,3.13533,45.0
17031291200,11,6,3,2,Census Tract 2912,2286,1.31,26250,40598,14.1,17.9,91.6,2906,291200,2286,60623,3860 W OGDEN AVE  CHICAGO IL 60623,TRUE,1351.72,93.66,0.13,26.6,3,3.5,3.13089,42.7
17031291600,23,23,0,0,Census Tract 2916,874,22.88,110167,92162,27.1,35,91.5,2927,291600,874,60608,2036 W 22ND PL  CHICAGO IL 60608,TRUE,1522.08,18.08,3.55,37.8,66.7,0,3.18244,9.0
17031292200,10,6,2,2,Census Tract 2922,2942,4.59,32192,55160,16.8,21.3,87,2907,292200,2942,60623,3860 W OGDEN AVE  CHICAGO IL 60623,TRUE,700.07,85.83,0.17,35.9,11.4,4.6,2.84514,33.4
17031292400,10,6,2,2,Census Tract 2924,2041,2.4,44801,91688,13.9,20.1,88.3,2908,292400,2041,60623,3860 W OGDEN AVE  CHICAGO IL 60623,TRUE,351.83,88.58,0.05,37.9,3.3,4,2.54634,21.5
17031292500,10,6,2,2,Census Tract 2925,4057,1.92,46847,49022,25,11.2,78.3,2909,292500,4057,60623,3860 W OGDEN AVE  CHICAGO IL 60623,TRUE,635.9,88.56,0.17,33,7.5,7,2.80339,26.7
