OID_,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OPTPer1000,Field2,LogDist,Field,HispDoub,BelowPovDo,AgeDoub,PovDoub,GEOID_1,Total_count,Optometry_count,Ophthalmology_count,Others_count,NAMESLAD,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured,index,TRACTCE_1,POPULATION_x,Clean_Zip,Full_Address,Optometry,Distances,BlackPerc,AsianPerc,Median_Age,HispPerc,PercVisionDisab,BelowPovertyPerc,Field1,STATEFP_1,COUNTYFP_1,TRACTCE_12,GEOID_12,NAME_1,NAMELSAD_1,MTFCC_1,FUNCSTAT_1,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,Areas,Score,OtherScore,Area
703,17,031,060500,17031060500,605,Census Tract 605,G5020,S,228276.000000000000000,0.000000000000000,+41.9527200,-087.6605008,0.008005822416300,705,6.046590516420000,0,3.800000000000000,2.626000000000000,10.199999999999999,24.199999999999999,17031060500.000000000000000,13,11,2,0,Census Tract 605,1374,70.519999999999996,52652,154121,55.000000000000000,15.800000000000001,96.500000000000000,2583,60500,1374,60613,3708 N SOUTHPORT AVE  CHICAGO IL 60613,TRUE,422.670000000000016,4.440000000000000,9.750000000000000,38.6,3.8,2.626,24.2,2730,17,31,60500,17031060500.000000000000000,605.000000000000000,Census Tract 605,G5020,S,228276,0.000000000000000,41.952719999999999,-87.660500799999994,228276.948899999988498,196.672832400000004,47.257353729999998,228276.948899999988498
704,17,031,240800,17031240800,2408,Census Tract 2408,G5020,S,166576.000000000000000,0.000000000000000,+41.9120483,-087.6994876,0.010077059869600,706,5.878395417950000,0,1.700000000000000,2.552950000000000,35.500000000000000,8.600000000000000,17031240800.000000000000000,19,17,2,0,Census Tract 2408,1687,46.770000000000003,91964,135595,68.299999999999997,4.700000000000000,92.500000000000000,2807,240800,1687,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,357.240000000000009,7.410000000000000,3.790000000000000,34.8,1.7,2.55295,8.6,2731,17,31,240800,17031240800.000000000000000,2408.000000000000000,Census Tract 2408,G5020,S,166576,0.000000000000000,41.912048300000002,-87.699487599999998,166575.814600000012433,122.098901600000005,26.786046890000001,166575.814600000012433
705,17,031,240600,17031240600,2406,Census Tract 2406,G5020,S,165380.000000000000000,0.000000000000000,+41.9121341,-087.6897111,0.011417058428500,707,6.123785007600000,0,0.800000000000000,2.659530000000000,26.500000000000000,15.300000000000001,17031240600.000000000000000,19,17,2,0,Census Tract 2406,1489,67.090000000000003,144286,213825,71.400000000000006,6.100000000000000,93.099999999999994,2796,240600,1489,60647,1825 N WINNEBAGO AVE APT 203  CHICAGO IL 60647,TRUE,456.589999999999975,3.760000000000000,5.840000000000000,31.6,0.8,2.65953,15.3,2732,17,31,240600,17031240600.000000000000000,2406.000000000000000,Census Tract 2406,G5020,S,165380,0.000000000000000,41.912134100000003,-87.689711099999997,165381.994000000006054,165.465949999999992,37.183057980000001,165381.994000000006054
706,17,031,240700,17031240700,2407,Census Tract 2407,G5020,S,165872.000000000000000,0.000000000000000,+41.9120878,-087.6945986,0.011340893929300,708,6.622433772870000,0,2.000000000000000,2.876090000000000,46.500000000000000,11.300000000000001,17031240700.000000000000000,19,17,2,0,Census Tract 2407,1499,41.960000000000001,93534,144880,63.700000000000003,9.100000000000000,93.700000000000003,2806,240700,1499,60647,1710 N WHIPPLE ST APT 3  CHICAGO IL 60647,TRUE,751.769999999999982,13.940000000000000,4.740000000000000,33.4,2,2.87609,11.3,2733,17,31,240700,17031240700.000000000000000,2407.000000000000000,Census Tract 2407,G5020,S,165872,0.000000000000000,41.912087800000002,-87.694598600000006,165873.389900000009220,114.958026599999997,26.585207369999999,165873.389900000009220
707,17,031,240900,17031240900,2409,Census Tract 2409,G5020,S,958058.000000000000000,42315.000000000000000,+41.9048448,-087.6986233,0.011586452762900,709,7.122093231360000,0,1.500000000000000,3.093090000000000,35.000000000000000,4.300000000000000,17031240900.000000000000000,18,13,4,1,Census Tract 2409,1122,40.549999999999997,66250,84936,59.399999999999999,8.900000000000000,85.599999999999994,2829,240900,1122,60622,1309 N OAKLEY BLVD UNIT B  CHICAGO IL 60622,TRUE,1239.039999999999964,13.369999999999999,4.460000000000000,35.3,1.5,3.09309,4.3,2734,17,31,240900,17031240900.000000000000000,2409.000000000000000,Census Tract 2409,G5020,S,958058,42315.000000000000000,41.904844799999999,-87.698623299999994,1000372.820999999996275,151.823339400000009,31.251981959999998,1000372.820999999996275
708,17,031,242600,17031242600,2426,Census Tract 2426,G5020,S,475743.000000000000000,0.000000000000000,+41.9005600,-087.6941970,0.002294792586050,710,6.805623698360000,0,2.600000000000000,2.955640000000000,35.899999999999999,18.500000000000000,17031242600.000000000000000,18,13,4,1,Census Tract 2426,5665,55.590000000000003,80217,102749,53.600000000000001,10.600000000000000,95.200000000000003,2843,242600,5665,60622,2308 W CHICAGO AVENUE UNIT 1 CHICAGO IL 60622,TRUE,902.909999999999968,9.250000000000000,2.590000000000000,33.6,2.6,2.95564,18.5,2738,17,31,242600,17031242600.000000000000000,2426.000000000000000,Census Tract 2426,G5020,S,475743,0.000000000000000,41.900559999999999,-87.694197000000003,475742.344199999992270,191.699852200000009,39.801256940000002,475742.344199999992270
709,17,031,310600,17031310600,3106,Census Tract 3106,G5020,S,543291.000000000000000,0.000000000000000,+41.8563330,-087.6595637,0.004183339396140,711,5.126281010870000,0,0.500000000000000,2.226320000000000,54.500000000000000,9.300000000000001,17031310600.000000000000000,23,23,0,0,Census Tract 3106,5498,30.170000000000002,68958,78408,41.500000000000000,21.000000000000000,87.700000000000003,2961,310600,5498,60608,1350 W 18TH ST  CHICAGO IL 60608,TRUE,168.389999999999986,7.440000000000000,3.930000000000000,32,0.5,2.22632,9.3,2748,17,31,310600,17031310600.000000000000000,3106.000000000000000,Census Tract 3106,G5020,S,543291,0.000000000000000,41.856332999999999,-87.659563700000007,543289.985800000024028,274.299579600000015,52.726818530000003,543289.985800000024028
710,17,031,310700,17031310700,3107,Census Tract 3107,G5020,S,160036.000000000000000,0.000000000000000,+41.8559903,-087.6649061,0.013529411764700,712,5.923017847250000,0,1.700000000000000,2.572330000000000,60.799999999999997,21.199999999999999,17031310700.000000000000000,23,23,0,0,Census Tract 3107,1700,27.469999999999999,60278,70751,40.299999999999997,30.300000000000001,77.599999999999994,2962,310700,1700,60608,1350 W 18TH ST  CHICAGO IL 60608,TRUE,373.540000000000020,6.940000000000000,2.120000000000000,38.4,1.7,2.57233,21.2,2749,17,31,310700,17031310700.000000000000000,3107.000000000000000,Census Tract 3107,G5020,S,160036,0.000000000000000,41.855990300000002,-87.664906099999996,160036.150699999998324,241.574647599999992,43.816023149999999,160036.150699999998324
711,17,031,310800,17031310800,3108,Census Tract 3108,G5020,S,332782.000000000000000,0.000000000000000,+41.8559337,-087.6685737,0.005508982035930,713,6.515939007080000,0,2.600000000000000,2.829840000000000,77.200000000000003,19.500000000000000,17031310800.000000000000000,23,23,0,0,Census Tract 3108,4175,25.170000000000002,59474,77555,37.500000000000000,27.899999999999999,80.500000000000000,2963,310800,4175,60608,1350 W 18TH ST  CHICAGO IL 60608,TRUE,675.830000000000041,2.920000000000000,3.430000000000000,32,2.6,2.82984,19.5,2750,17,31,310800,17031310800.000000000000000,3108.000000000000000,Census Tract 3108,G5020,S,332782,0.000000000000000,41.855933700000001,-87.668573699999996,332782.279800000018440,231.492848699999996,42.130844820000000,332782.279800000018440
712,17,031,020602,17031020602,206.02,Census Tract 206.02,G5020,S,492027.000000000000000,0.000000000000000,+42.0013156,-087.6936373,0.004290004290000,714,6.470488108860000,0,1.000000000000000,2.810100000000000,20.699999999999999,7.500000000000000,17031020602.000000000000000,29,20,8,2,Census Tract 206.02,4662,32.520000000000003,78293,103561,57.600000000000001,10.800000000000001,81.400000000000006,2411,20602,4662,60659,2605 W ROSEMONT AVE APT 2 CHICAGO IL 60659,TRUE,645.799999999999955,10.750000000000000,30.090000000000000,34.9,1,2.8101,7.5,2751,17,31,20602,17031020602.000000000000000,206.020000000000010,Census Tract 206.02,G5020,S,492027,0.000000000000000,42.001315599999998,-87.693637300000006,492025.079800000006799,101.627584600000006,31.009978619999998,492025.079800000006799
713,17,031,310900,17031310900,3109,Census Tract 3109,G5020,S,484908.000000000000000,0.000000000000000,+41.8557716,-087.6746741,0.004810709056680,715,6.176264282760000,0,1.300000000000000,2.682320000000000,76.599999999999994,20.600000000000001,17031310900.000000000000000,23,23,0,0,Census Tract 3109,4781,25.250000000000000,68347,80016,34.500000000000000,27.199999999999999,86.099999999999994,2929,310900,4781,60608,2036 W 22ND PL  CHICAGO IL 60608,TRUE,481.189999999999998,3.410000000000000,1.690000000000000,31.8,1.3,2.68232,20.6,2757,17,31,310900,17031310900.000000000000000,3109.000000000000000,Census Tract 3109,G5020,S,484908,0.000000000000000,41.855771599999997,-87.674674100000004,484909.757600000011735,232.809163299999994,42.130809270000000,484909.757600000011735
714,17,031,510100,17031510100,5101,Census Tract 5101,G5020,S,2147646.000000000000000,220086.000000000000000,+41.7126213,-087.5500748,0.000309501702259,716,7.777703402840000,0,0.400000000000000,3.377810000000000,75.799999999999997,22.000000000000000,17031510100.000000000000000,1,1,0,0,Census Tract 5101,3231,21.109999999999999,53839,56052,17.100000000000001,23.600000000000001,87.400000000000006,3136,510100,3231,60617,10527 S AVENUE F  CHICAGO IL 60617,TRUE,2386.789999999999964,7.060000000000000,0.430000000000000,36.2,0.4,3.37781,22.0,2758,17,31,510100,17031510100.000000000000000,5101.000000000000000,Census Tract 5101,G5020,S,2147646,220086.000000000000000,41.712621300000002,-87.550074800000004,2367736.436999999918044,14.088376750000000,6.647160694000000,2367736.436999999918044
715,17,031,510200,17031510200,5102,Census Tract 5102,G5020,S,1277946.000000000000000,0.000000000000000,+41.7142651,-087.5600495,0.000342231348392,717,7.940846527380000,0,0.800000000000000,3.448670000000000,23.300000000000001,28.500000000000000,17031510200.000000000000000,1,1,0,0,Census Tract 5102,2922,6.060000000000000,46645,63388,26.399999999999999,14.699999999999999,91.200000000000003,3137,510200,2922,60617,10527 S AVENUE F  CHICAGO IL 60617,TRUE,2809.739999999999782,74.739999999999995,0.000000000000000,40.4,0.8,3.44867,28.5,2759,17,31,510200,17031510200.000000000000000,5102.000000000000000,Census Tract 5102,G5020,S,1277946,0.000000000000000,41.714265099999999,-87.560049500000005,1277945.179000000003725,17.761026980000000,7.584338372000000,1277945.179000000003725
716,17,031,561100,17031561100,5611,Census Tract 5611,G5020,S,1321993.000000000000000,0.000000000000000,+41.7888698,-087.7719099,0.000716717434152,718,6.646391214590000,0,0.800000000000000,2.886490000000000,50.100000000000001,2.200000000000000,17031561100.000000000000000,7,4,3,0,Census Tract 5611,5581,53.039999999999999,97106,108798,28.000000000000000,14.300000000000001,93.099999999999994,3203,561100,5581,60638,6322 S ARCHER AVE  CHICAGO IL 60638,TRUE,770.000000000000000,1.040000000000000,0.650000000000000,40.8,0.8,2.88649,2.2,2760,17,31,561100,17031561100.000000000000000,5611.000000000000000,Census Tract 5611,G5020,S,1321993,0.000000000000000,41.788869800000001,-87.771909899999997,1321991.587999999988824,46.764127660000000,14.256536799999999,1321991.587999999988824
717,17,031,190701,17031190701,1907.01,Census Tract 1907.01,G5020,S,277868.000000000000000,0.000000000000000,+41.9297959,-087.7614217,0.000672947510094,719,6.699362223970000,0,2.300000000000000,2.909500000000000,71.599999999999994,12.199999999999999,17031190701.000000000000000,3,2,1,0,Census Tract 1907.01,2972,21.059999999999999,59000,70728,18.399999999999999,30.500000000000000,86.200000000000003,2748,190701,2972,60639,5159 W FULLERTON AVE  CHICAGO IL 60639,TRUE,811.889999999999986,4.070000000000000,1.850000000000000,35.5,2.3,2.9095,12.2,2761,17,31,190701,17031190701.000000000000000,1907.009999999999991,Census Tract 1907.01,G5020,S,277868,0.000000000000000,41.929795900000002,-87.761421700000000,277867.955000000016298,40.956438810000002,10.989694869999999,277867.955000000016298
718,17,031,020901,17031020901,209.01,Census Tract 209.01,G5020,S,485422.000000000000000,2818.000000000000000,+41.9943922,-087.6854736,0.002735978112180,720,6.544024967370000,0,1.900000000000000,2.842030000000000,22.800000000000001,22.800000000000001,17031020901.000000000000000,20,16,3,2,Census Tract 209.01,5848,19.840000000000000,47316,66200,36.100000000000001,21.699999999999999,75.700000000000003,2420,20901,5848,60659,2605 W ROSEMONT AVE APT 2 CHICAGO IL 60659,TRUE,695.080000000000041,24.559999999999999,31.460000000000001,34.9,1.9,2.84203,22.8,2762,17,31,20901,17031020901.000000000000000,209.009999999999991,Census Tract 209.01,G5020,S,485422,2818.000000000000000,41.994392200000000,-87.685473599999995,488241.979400000011083,99.236877079999999,27.943380149999999,488241.979400000011083
719,17,031,010202,17031010202,102.02,Census Tract 102.02,G5020,S,351253.000000000000000,0.000000000000000,+42.0160476,-087.6733256,0.001094091903720,721,6.260376097780000,0,5.000000000000000,2.718850000000000,26.300000000000001,18.199999999999999,17031010202.000000000000000,3,3,0,0,Census Tract 102.02,2742,39.310000000000002,45096,58572,36.399999999999999,18.699999999999999,77.700000000000003,2339,10202,2742,60202,525 HOWARD ST FL 1 EVANSTON IL 60202,TRUE,523.419999999999959,27.969999999999999,5.360000000000000,35.8,5,2.71885,18.2,2763,17,31,10202,17031010202.000000000000000,102.019999999999996,Census Tract 102.02,G5020,S,351253,0.000000000000000,42.016047600000000,-87.673325599999998,351254.315599999972619,79.413431200000005,27.385129419999998,351254.315599999972619
720,17,031,570100,17031570100,5701,Census Tract 5701,G5020,S,1523744.000000000000000,0.000000000000000,+41.8162003,-087.7189132,0.001519756838910,722,7.023670193900000,0,2.200000000000000,3.050340000000000,79.400000000000006,15.400000000000000,17031570100.000000000000000,2,2,0,0,Census Tract 5701,1316,21.199999999999999,56471,63804,13.500000000000000,30.899999999999999,92.299999999999997,3207,570100,1316,60632,5109 S PULASKI RD UNIT D CHICAGO IL 60632,TRUE,1122.900000000000091,1.670000000000000,6.760000000000000,32.6,2.2,3.05034,15.4,2774,17,31,570100,17031570100.000000000000000,5701.000000000000000,Census Tract 5701,G5020,S,1523744,0.000000000000000,41.816200299999998,-87.718913200000003,1523743.254999999888241,81.193197130000001,16.117181870000000,1523743.254999999888241
721,17,031,570200,17031570200,5702,Census Tract 5702,G5020,S,1763887.000000000000000,0.000000000000000,+41.8143799,-087.7307183,0.000954198473282,723,7.223060628600000,0,1.300000000000000,3.136940000000000,80.599999999999994,9.600000000000000,17031570200.000000000000000,2,2,0,0,Census Tract 5702,2096,23.710000000000001,0,68048,22.100000000000001,21.800000000000001,95.799999999999997,3208,570200,2096,60632,5109 S PULASKI RD UNIT D CHICAGO IL 60632,TRUE,1370.680000000000064,0.810000000000000,7.400000000000000,31.8,1.3,3.13694,9.6,2775,17,31,570200,17031570200.000000000000000,5702.000000000000000,Census Tract 5702,G5020,S,1763887,0.000000000000000,41.814379899999999,-87.730718300000007,1763886.517999999923632,77.656437859999997,17.179730889999998,1763886.517999999923632
722,17,031,570300,17031570300,5703,Census Tract 5703,G5020,S,980167.000000000000000,0.000000000000000,+41.8041449,-087.7307909,0.000313676286073,724,6.572070815530000,0,2.900000000000000,2.854210000000000,79.799999999999997,7.500000000000000,17031570300.000000000000000,2,2,0,0,Census Tract 5703,6376,23.890000000000001,46997,70710,11.600000000000000,23.699999999999999,88.200000000000003,3209,570300,6376,60632,5109 S PULASKI RD UNIT D CHICAGO IL 60632,TRUE,714.850000000000023,0.660000000000000,2.600000000000000,32.6,2.9,2.85421,7.5,2776,17,31,570300,17031570300.000000000000000,5703.000000000000000,Census Tract 5703,G5020,S,980167,0.000000000000000,41.804144899999997,-87.730790900000002,980173.190700000035577,47.766713260000003,10.540350589999999,980173.190700000035577
723,17,031,570400,17031570400,5704,Census Tract 5704,G5020,S,463390.000000000000000,0.000000000000000,+41.8049921,-087.7191305,0.001130582249860,725,6.625562052550000,0,1.900000000000000,2.877450000000000,80.299999999999997,10.300000000000001,17031570400.000000000000000,2,2,0,0,Census Tract 5704,1769,21.989999999999998,64035,77187,3.900000000000000,31.500000000000000,75.799999999999997,3210,570400,1769,60632,5109 S PULASKI RD UNIT D CHICAGO IL 60632,TRUE,754.129999999999995,2.320000000000000,5.770000000000000,33.2,1.9,2.87745,10.3,2777,17,31,570400,17031570400.000000000000000,5704.000000000000000,Census Tract 5704,G5020,S,463390,0.000000000000000,41.804992100000000,-87.719130500000006,463390.829099999973550,50.840245320000001,9.576148563000000,463390.829099999973550
724,17,031,570500,17031570500,5705,Census Tract 5705,G5020,S,423598.000000000000000,0.000000000000000,+41.7986015,-087.7324553,0.000757862826828,726,6.655925145450000,0,0.900000000000000,2.890630000000000,78.900000000000006,5.100000000000000,17031570500.000000000000000,2,2,0,0,Census Tract 5705,2639,25.270000000000000,52222,69830,8.500000000000000,29.800000000000001,88.700000000000003,3211,570500,2639,60632,5109 S PULASKI RD UNIT D CHICAGO IL 60632,TRUE,777.379999999999995,1.140000000000000,4.210000000000000,34.6,0.9,2.89063,5.1,2778,17,31,570500,17031570500.000000000000000,5705.000000000000000,Census Tract 5705,G5020,S,423598,0.000000000000000,41.798601499999997,-87.732455299999998,423597.444900000002235,39.352848530000003,9.757743381999999,423597.444900000002235
725,17,031,690400,17031690400,6904,Census Tract 6904,G5020,S,651075.000000000000000,0.000000000000000,+41.7692590,-087.6202039,0.002378828427000,727,7.748662773410000,0,6.100000000000000,3.365200000000000,0.900000000000000,40.399999999999999,17031690400.000000000000000,16,8,8,0,Census Tract 6904,3363,0.800000000000000,23389,42819,32.299999999999997,15.600000000000000,90.599999999999994,3063,690400,3363,60637,6135 S GREENWOOD AVE APT 3S  CHICAGO IL 60637,TRUE,2318.469999999999800,94.620000000000005,0.210000000000000,40.6,6.1,3.3652,40.4,2779,17,31,690400,17031690400.000000000000000,6904.000000000000000,Census Tract 6904,G5020,S,651075,0.000000000000000,41.769258999999998,-87.620203900000007,651075.664899999974295,121.462834799999996,22.998149999999999,651075.664899999974295
726,17,031,691300,17031691300,6913,Census Tract 6913,G5020,S,647447.000000000000000,0.000000000000000,+41.7546811,-087.6198472,0.001684919966300,728,7.696885473850000,0,3.900000000000000,3.342710000000000,10.000000000000000,20.199999999999999,17031691300.000000000000000,7,4,3,0,Census Tract 6913,2374,0.840000000000000,38472,66736,22.800000000000001,8.900000000000000,88.700000000000003,3113,691300,2374,60619,8541 S COTTAGE GROVE AVE  CHICAGO IL 60619,TRUE,2201.480000000000018,95.659999999999997,0.130000000000000,54.7,3.9,3.34271,20.2,2780,17,31,691300,17031691300.000000000000000,6913.000000000000000,Census Tract 6913,G5020,S,647447,0.000000000000000,41.754681099999999,-87.619847199999995,647445.840800000005402,114.231305000000006,20.898662890000001,647445.840800000005402
727,17,031,691400,17031691400,6914,Census Tract 6914,G5020,S,656684.000000000000000,0.000000000000000,+41.7548455,-087.6101685,0.001172676634420,729,7.427645745240000,0,1.900000000000000,3.225790000000000,1.400000000000000,20.300000000000001,17031691400.000000000000000,7,4,3,0,Census Tract 6914,3411,0.670000000000000,42841,54828,26.300000000000001,4.500000000000000,92.400000000000006,3097,691400,3411,60619,1133 E 83RD ST UNIT # 204 CHICAGO IL 60619,TRUE,1681.839999999999918,94.750000000000000,0.000000000000000,37.5,1.9,3.22579,20.3,2781,17,31,691400,17031691400.000000000000000,6914.000000000000000,Census Tract 6914,G5020,S,656684,0.000000000000000,41.754845500000002,-87.610168500000000,656679.101999999955297,72.944224570000003,14.243914320000000,656679.101999999955297
728,17,031,691500,17031691500,6915,Census Tract 6915,G5020,S,674522.000000000000000,0.000000000000000,+41.7550528,-087.6002666,0.002214839424140,730,7.189724083250000,0,4.200000000000000,3.122460000000000,2.300000000000000,48.000000000000000,17031691500.000000000000000,7,4,3,0,Census Tract 6915,1806,0.440000000000000,20109,29014,19.000000000000000,14.100000000000000,93.400000000000006,3098,691500,1806,60619,1133 E 83RD ST UNIT # 204 CHICAGO IL 60619,TRUE,1325.740000000000009,95.739999999999995,0.110000000000000,31,4.2,3.12246,48.0,2782,17,31,691500,17031691500.000000000000000,6915.000000000000000,Census Tract 6915,G5020,S,674522,0.000000000000000,41.755052800000001,-87.600266599999998,674521.775200000032783,50.287590780000002,12.559427370000000,674521.775200000032783
729,17,031,320400,17031320400,3204,Census Tract 3204,G5020,S,804124.000000000000000,649677.000000000000000,+41.8758170,-087.6172556,0.009803921568630,731,4.778448252580000,0,0.500000000000000,2.075250000000000,7.100000000000000,8.500000000000000,17031320400.000000000000000,39,28,11,0,Census Tract 3204,2856,65.299999999999997,155189,256135,94.299999999999997,0.800000000000000,84.700000000000003,2966,320400,2856,60604,328 S MICHIGAN AVE  CHICAGO IL 60604,TRUE,118.920000000000002,9.070000000000000,15.830000000000000,21.7,0.5,2.07525,8.5,2803,17,31,320400,17031320400.000000000000000,3204.000000000000000,Census Tract 3204,G5020,S,804124,649677.000000000000000,41.875816999999998,-87.617255599999993,1453802.835999999893829,213.599233199999986,42.216997370000001,1453802.835999999893829
730,17,031,580100,17031580100,5801,Census Tract 5801,G5020,S,763337.000000000000000,0.000000000000000,+41.8280549,-087.6907463,0.007744733581160,732,7.453319072760000,0,5.000000000000000,3.236940000000000,46.000000000000000,19.800000000000001,17031580100.000000000000000,25,25,0,0,Census Tract 5801,3228,14.960000000000001,47500,58131,12.199999999999999,19.500000000000000,92.200000000000003,3216,580100,3228,60632,4338 S ARCHER AVE  CHICAGO IL 60632,TRUE,1725.579999999999927,2.010000000000000,28.410000000000000,36.7,5,3.23694,19.8,2804,17,31,580100,17031580100.000000000000000,5801.000000000000000,Census Tract 5801,G5020,S,763337,0.000000000000000,41.828054899999998,-87.690746300000001,763336.510400000028312,201.284206600000005,39.487383100000002,763336.510400000028312
731,17,031,580200,17031580200,5802,Census Tract 5802,G5020,S,729817.000000000000000,0.000000000000000,+41.8267718,-087.6993478,0.007212925562610,733,7.160058735120000,0,1.100000000000000,3.109570000000000,82.200000000000003,16.300000000000001,17031580200.000000000000000,25,25,0,0,Census Tract 5802,3466,18.260000000000002,45577,57500,10.600000000000000,25.600000000000001,87.700000000000003,3217,580200,3466,60632,4338 S ARCHER AVE  CHICAGO IL 60632,TRUE,1286.990000000000009,2.370000000000000,13.619999999999999,29.5,1.1,3.10957,16.3,2805,17,31,580200,17031580200.000000000000000,5802.000000000000000,Census Tract 5802,G5020,S,729817,0.000000000000000,41.826771800000003,-87.699347799999998,729821.650299999979325,211.468681299999986,41.881346710000003,729821.650299999979325
732,17,031,580300,17031580300,5803,Census Tract 5803,G5020,S,471020.000000000000000,0.000000000000000,+41.8251876,-087.7089340,0.000776096235933,734,7.048855711270000,0,2.000000000000000,3.061280000000000,79.700000000000003,7.600000000000000,17031580300.000000000000000,2,2,0,0,Census Tract 5803,2577,14.119999999999999,65742,71301,6.300000000000000,27.399999999999999,85.599999999999994,3218,580300,2577,60632,4338 S ARCHER AVE  CHICAGO IL 60632,TRUE,1151.539999999999964,2.560000000000000,13.810000000000000,33.1,2,3.06128,7.6,2807,17,31,580300,17031580300.000000000000000,5803.000000000000000,Census Tract 5803,G5020,S,471020,0.000000000000000,41.825187600000000,-87.708933999999999,471020.563699999998789,191.255764999999997,36.766505090000003,471020.563699999998789
733,17,031,580400,17031580400,5804,Census Tract 5804,G5020,S,1316120.000000000000000,0.000000000000000,+41.8152753,-087.7091845,0.000439947206335,735,6.223567293110000,0,0.800000000000000,2.702860000000000,77.500000000000000,20.699999999999999,17031580400.000000000000000,2,2,0,0,Census Tract 5804,4546,21.910000000000000,51043,66131,12.500000000000000,26.300000000000001,87.099999999999994,3219,580400,4546,60632,4338 S ARCHER AVE  CHICAGO IL 60632,TRUE,504.500000000000000,1.720000000000000,15.270000000000000,33.1,0.8,2.70286,20.7,2808,17,31,580400,17031580400.000000000000000,5804.000000000000000,Census Tract 5804,G5020,S,1316120,0.000000000000000,41.815275300000003,-87.709184500000006,1316119.023999999975786,81.803833429999997,12.803521670000000,1316119.023999999975786
734,17,031,580600,17031580600,5806,Census Tract 5806,G5020,S,492790.000000000000000,0.000000000000000,+41.8173978,-087.6920314,0.000370027752081,736,6.854051245620000,0,2.700000000000000,2.976680000000000,76.400000000000006,18.199999999999999,17031580600.000000000000000,2,2,0,0,Census Tract 5806,5405,18.210000000000001,45975,59436,18.000000000000000,34.799999999999997,85.099999999999994,3222,580600,5405,60632,4338 S ARCHER AVE  CHICAGO IL 60632,TRUE,947.710000000000036,1.630000000000000,9.100000000000000,31,2.7,2.97668,18.2,2809,17,31,580600,17031580600.000000000000000,5806.000000000000000,Census Tract 5806,G5020,S,492790,0.000000000000000,41.817397800000002,-87.692031400000005,492786.653600000019651,112.356466299999994,21.221620330000000,492786.653600000019651
735,17,031,580700,17031580700,5807,Census Tract 5807,G5020,S,550116.000000000000000,0.000000000000000,+41.8174935,-087.6868459,0.001779042874930,737,7.177123877270000,0,1.500000000000000,3.116990000000000,77.299999999999997,28.399999999999999,17031580700.000000000000000,10,10,0,0,Census Tract 5807,5621,15.500000000000000,54233,72011,8.900000000000000,40.200000000000003,79.099999999999994,3223,580700,5621,60632,4338 S ARCHER AVE  CHICAGO IL 60632,TRUE,1309.140000000000100,1.350000000000000,10.710000000000001,29.3,1.5,3.11699,28.4,2810,17,31,580700,17031580700.000000000000000,5807.000000000000000,Census Tract 5807,G5020,S,550116,0.000000000000000,41.817493499999998,-87.686845899999994,550119.983600000035949,136.287850399999996,26.217323090000001,550119.983600000035949
736,17,031,681300,17031681300,6813,Census Tract 6813,G5020,S,718139.000000000000000,0.000000000000000,+41.7611807,-087.6398423,0.000000000000000,738,8.258207769720000,0,5.700000000000000,3.586490000000000,0.600000000000000,51.399999999999999,17031681300.000000000000000,1,0,1,0,Census Tract 6813,2182,0.870000000000000,16209,26135,11.600000000000000,24.300000000000001,87.900000000000006,3110,681300,2182,60619,8541 S COTTAGE GROVE AVE  CHICAGO IL 60619,TRUE,3859.170000000000073,93.810000000000002,0.000000000000000,25.1,5.7,3.58649,51.4,2812,17,31,681300,17031681300.000000000000000,6813.000000000000000,Census Tract 6813,G5020,S,718139,0.000000000000000,41.761180699999997,-87.639842299999998,718137.073899999959394,89.831441880000000,16.681531100000001,718137.073899999959394
737,17,031,681400,17031681400,6814,Census Tract 6814,G5020,S,646368.000000000000000,0.000000000000000,+41.7615223,-087.6491706,0.000000000000000,739,8.372611738910001,0,2.500000000000000,3.636180000000000,2.500000000000000,22.899999999999999,17031681400.000000000000000,1,0,1,0,Census Tract 6814,2474,1.940000000000000,49119,55950,16.500000000000000,20.000000000000000,87.299999999999997,3025,681400,2474,60609,5401 S WENTWORTH AVE STE 14B  CHICAGO IL 60609,TRUE,4326.920000000000073,87.030000000000001,0.240000000000000,38.8,2.5,3.63618,22.9,2813,17,31,681400,17031681400.000000000000000,6814.000000000000000,Census Tract 6814,G5020,S,646368,0.000000000000000,41.761522300000003,-87.649170600000005,646372.150799999944866,68.631081920000000,13.531381410000000,646372.150799999944866
